Radians,Cos Value
0.0,1.0
0.017453292519943295,0.9998476951563913
0.03490658503988659,0.9993908270190958
0.05235987755982989,0.9986295347545738
0.06981317007977318,0.9975640502598242
0.08726646259971647,0.9961946980917455
0.10471975511965978,0.9945218953682733
0.12217304763960307,0.992546151641322
0.13962634015954636,0.9902680687415704
0.15707963267948966,0.9876883405951378
0.17453292519943295,0.984807753012208
0.19198621771937624,0.981627183447664
0.20943951023931956,0.9781476007338057
0.22689280275926285,0.9743700647852352
0.24434609527920614,0.9702957262759965
0.2617993877991494,0.9659258262890683
0.2792526803190927,0.9612616959383189
0.29670597283903605,0.9563047559630354
0.3141592653589793,0.9510565162951535
0.33161255787892263,0.9455185755993168
0.3490658503988659,0.9396926207859084
0.3665191429188092,0.9335804264972017
0.3839724354387525,0.9271838545667874
0.4014257279586958,0.9205048534524404
0.4188790204786391,0.9135454576426009
0.4363323129985824,0.9063077870366499
0.4537856055185257,0.898794046299167
0.47123889803846897,0.8910065241883679
0.4886921905584123,0.882947592858927
0.5061454830783556,0.8746197071393957
0.5235987755982988,0.8660254037844387
0.5410520681182421,0.8571673007021123
0.5585053606381855,0.848048096156426
0.5759586531581288,0.838670567945424
0.5934119456780721,0.8290375725550416
0.6108652381980153,0.8191520442889918
0.6283185307179586,0.8090169943749475
0.6457718232379019,0.7986355100472928
0.6632251157578453,0.7880107536067219
0.6806784082777885,0.7771459614569709
0.6981317007977318,0.766044443118978
0.7155849933176751,0.754709580222772
0.7330382858376184,0.7431448254773942
0.7504915783575618,0.7313537016191705
0.767944870877505,0.7193398003386512
0.7853981633974483,0.7071067811865476
0.8028514559173916,0.6946583704589973
0.8203047484373349,0.6819983600624985
0.8377580409572782,0.6691306063588582
0.8552113334772214,0.6560590289905073
0.8726646259971648,0.6427876096865394
0.8901179185171081,0.6293203910498375
0.9075712110370514,0.6156614753256583
0.9250245035569946,0.6018150231520484
0.9424777960769379,0.5877852522924731
0.9599310885968813,0.5735764363510462
0.9773843811168246,0.5591929034707468
0.9948376736367679,0.5446390350150271
1.0122909661567112,0.5299192642332049
1.0297442586766545,0.5150380749100542
1.0471975511965976,0.5000000000000001
1.064650843716541,0.4848096202463371
1.0821041362364843,0.46947156278589086
1.0995574287564276,0.4539904997395468
1.117010721276371,0.43837114678907746
1.1344640137963142,0.42261826174069944
1.1519173063162575,0.4067366430758002
1.1693705988362009,0.3907311284892737
1.1868238913561442,0.37460659341591196
1.2042771838760873,0.3583679495453004
1.2217304763960306,0.3420201433256688
1.239183768915974,0.32556815445715676
1.2566370614359172,0.30901699437494745
1.2740903539558606,0.29237170472273677
1.2915436464758039,0.27563735581699916
1.3089969389957472,0.25881904510252074
1.3264502315156905,0.24192189559966767
1.3439035240356338,0.22495105434386492
1.361356816555577,0.20791169081775945
1.3788101090755203,0.19080899537654492
1.3962634015954636,0.17364817766693041
1.413716694115407,0.15643446504023092
1.4311699866353502,0.13917310096006547
1.4486232791552935,0.12186934340514749
1.4660765716752369,0.10452846326765346
1.4835298641951802,0.08715574274765814
1.5009831567151235,0.06975647374412523
1.5184364492350666,0.052335956242943966
1.53588974175501,0.03489949670250108
1.5533430342749532,0.0174524064372836
1.5707963267948966,6.123233995736766e-17
1.5882496193148399,-0.017452406437283477
1.6057029118347832,-0.034899496702500955
1.6231562043547265,-0.05233595624294384
1.6406094968746698,-0.06975647374412533
1.6580627893946132,-0.08715574274765824
1.6755160819145565,-0.10452846326765355
1.6929693744344996,-0.12186934340514737
1.710422666954443,-0.13917310096006535
1.7278759594743862,-0.1564344650402308
1.7453292519943295,-0.1736481776669303
1.7627825445142729,-0.1908089953765448
1.7802358370342162,-0.20791169081775934
1.7976891295541595,-0.22495105434386503
1.8151424220741028,-0.24192189559966779
1.8325957145940461,-0.25881904510252085
1.8500490071139892,-0.27563735581699905
1.8675022996339325,-0.29237170472273666
